title,card_img,price,categories,age,company,company_link,address
Розробка сайтів для дітей від 10 років,,1 500 грн на місяць (Онлайн 1600 грн),"Інформаційні технології, IT - Front end, верстка, Програмування, розробка, Робототехніка.",Середня школа.,"Robocode, культова школа робототехніки і програмування",/courses/company/32828/,"вул. Шевченка, 11-а, м. Ніжин"
"Німецька мова А1-С1, он/оффлайн",,5 500 грн за курс (20 занять),Мовні - Німецька мова.,"Молодша школа, середня школа, студенти, дорослі.","Академія Аахен, навчання німецької мови",/courses/company/32031/,"пров. Козловського, 3, м. Київ"
N/A,/upload/logos/courses_companies/00030083_1.png,,,,,,
"Українська мова, підготовка до НМТ",,508 грн на місяць,Мовні - Українська мова; Науки та підготовка до ЗНО/НМТ - Мова.,"Середня школа, дорослі.",Центр доуніверситетської освіти і кар'єри ХНУМГ імені О. М. Бекетова,/courses/company/8051/,"вул. Маршала Бажанова, 17, м. Харків"
Англійська мова,,90 грн,Мовні - Англійська мова.,"Дошкільники, молодша школа, середня школа, студенти, дорослі.","Welcome&study, навчальний центр",/courses/company/30083/,"вул. Небесної Сотні, 20-б, м. Кременчук"
Англійська мова,,600 грн,Мовні - Англійська мова.,"Студенти, дорослі.",Project 12,/courses/company/30261/,"вул. Сумська, 6, пов. 3, оф. 8, м. Харків"
Масаж,,,"Середня школа, студенти, дорослі, пенсіонери.",,N/A,,
Англійська мова в студії та онлайн,,"170 грн за заняття (60 хвилин, в міні-групах)",Мовні - Англійська мова.,"Середня школа, студенти, дорослі.","AMI, студія вивчення іноземних мов",/courses/company/29986/,Онлайн
Вибор професії,,4 000 грн за курс,Позашкільна освіта - Бізнес школа для дітей та підлітків.,Середня школа.,Teenager start,/courses/company/29688/,"просп. Миру, 139, оф. 205, м. Чернігів"
"Робототехніка, програмування з навчальним конструктором LEGO",,200 грн,"Інформаційні технології, IT - Робототехніка; Розвиток дітей - Дошкільна освіта, Початкова школа.","Дошкільники, молодша школа, середня школа.","Inventor, STEM-школа",/courses/company/8860/,"вул. Дніпровська набережна, 25-а, м. Київ"
"Підготовка до школи, онлайн",,600 грн на місяць (8 занять по 30 хвилин),"Розвиток дітей - Дошкільна освіта, Підготовка до школи, Ранній розвиток, розвиток дітей.",Дошкільники.,"Діти майбутнього, дитячий центр",/courses/company/6946/,Онлайн
IT step school,,14 836 грн,"Інформаційні технології, IT - Комп'ютерна грамотність; Розвиток дітей - Початкова школа.","Молодша школа, середня школа.","IT Step, комп'ютерна академія",/courses/company/31760/,"бульв. Українського Відродження, 4, м. Кременчук"
Ранній розвиток дитини,,,Дошкільники.,,N/A,,
"Англійська мова, підготовка до ЗНО",,200 грн за заняття ( в залежності від запиту (від 200)),Мовні - Англійська мова; Науки та підготовка до ЗНО/НМТ - Мова.,"Середня школа, студенти, дорослі.","Поліглот, центр мов, перекладів та інтелектуального розвитку",/courses/company/7397/,"вул. 1-ї танкової бригади, 7, каб. 6, м. Чернігів"
"Кінні походи, прогулянки",,2 700 грн,"Спорт, фізичний розвиток - Кінний спорт.","Середня школа, студенти, дорослі, пенсіонери.","Каретний двір, школа верхової їзди",/courses/company/33798/,"вул. Винниця, 43, м. Львів"
"Оператор агродрона, дрона-обприскувача",,,"Студенти, дорослі.",,N/A,,
"Математика, підготовка до ЗНО, онлайн",,450 грн за заняття (за 60 хвилин),Науки та підготовка до ЗНО/НМТ - Математика.,Середня школа.,"Репетитор, студія знання",/courses/company/303/,Онлайн
"Менеджер з туризму з держ. дипломом Київського Національного Авіаційного Університету, офлайн, онлайн",,4 500 грн,"Професійні, підвищення кваліфікації - Готельно-ресторанний бізнес, туризм, HoReCa.","Середня школа, студенти, дорослі, пенсіонери.",Туристична пошта,/courses/company/33748/,Онлайн
N/A,/upload/logos/courses_companies/00030482_1.png,,,,,,
"Малюнок і живопис, для початківців",,5 950 грн,"Мистецтво, творчість - Художня школа, образотворче мистецтво.","Молодша школа, середня школа, студенти, дорослі.","Творча кухня, художня студія",/courses/company/32185/,Онлайн
"MS Excel, експерт, для професійного використання, онлайн та офлайн",,2 599 грн,"Професійні, підвищення кваліфікації - Маркетинг, реклама, PR; Інформаційні технології, IT - Комп'ютерна грамотність.","Студенти, дорослі.","Бейсік, комп'ютерний навчальний центр",/courses/company/7803/,Онлайн
Митний брокер,,7 500 грн за курс (Ціна договірна),"Професійні, підвищення кваліфікації - Логістика, митниця, ЗЕД.","Студенти, дорослі.",Митні курси від Малиновського,/courses/company/32941/,"вул. Набережна, 4, м. Луцьк"
Кіноканікули UFS Teens & Kids,,8 000 грн,Позашкільна освіта - Табір.,"Молодша школа, середня школа.",Ukrainian Film School,/courses/company/33583/,"вул. М. Закревського, 22, м. Київ"
"Front-end розробка, javascript",,7 500 грн за курс (10 недель),"Інформаційні технології, IT - Веб дизайн, UI/UX, Програмування, розробка.","Студенти, дорослі.","ОНПУ, комп'ютерна школа",/courses/company/29050/,Онлайн
Лікувальний масаж,,,"Студенти, дорослі, пенсіонери.",,N/A,,
"Навчання гештальт терапії, 1 ступінь",,3 800 грн,"Професійні, підвищення кваліфікації - Психологія, саморозвиток.","Студенти, дорослі.","Перевтілення, психологічний центр",/courses/company/8075/,"вул. Межигірська, 56, м. Київ"
"Польська мова, очно, онлайн та індивідуально",,270 грн за заняття,Мовні - Польська мова; Науки та підготовка до ЗНО/НМТ - Мова.,"Молодша школа, середня школа, студенти, дорослі, пенсіонери.","Сервіс-Безлім, польська та англійська мова, комп'ютерні курси",/courses/company/32507/,Онлайн
Англійська мова для дорослих,,1 200 грн,Мовні - Англійська мова.,Студенти.,"Speak Up, школа англійської мови",/courses/company/28783/,"бул. Лесі Українки, 26, м. Київ, 01133"
Англійська мова,,188 грн за заняття (1500-2500 грн абонемент),Мовні - Англійська мова.,"Дошкільники, молодша школа, середня школа, студенти, дорослі, пенсіонери.",VSchool,/courses/company/34486/,"вул. 23 серпня, 58"
Уроки водіння,,,"Студенти, дорослі, пенсіонери.",,N/A,,
"Польська мова, інтенсив",,3 400 грн на місяць,Мовні - Польська мова.,"Середня школа, студенти, дорослі.",Партнерські бізнес системи,/courses/company/5609/,Онлайн
"Тестування ПЗ, онлайн",,"18 850 грн за курс (-45% знижки, отримайте у менеджера*)","Інформаційні технології, IT - Комп'ютерна грамотність, Програмування, розробка, Системне адміністрування.","Студенти, дорослі, пенсіонери.","SkillUp, міжнародний центр IT курсів",/courses/company/32852/,Онлайн
Робототехніка для дітей від 8 років,,1 500 грн на місяць (Онлайн 1600 грн),"Інформаційні технології, IT - Програмування, розробка, Робототехніка.","Молодша школа, середня школа.","Robocode, культова школа робототехніки і програмування",/courses/company/32839/,"вул. Вокзальна, 11, м. Глеваха"
Підготовка до ЗНО з математики,,190 грн,Науки та підготовка до ЗНО/НМТ - Математика.,"Середня школа, студенти, дорослі.","IQ200, репетиторський центр",/courses/company/32200/,Онлайн
N/A,/upload/logos/courses_companies/00007218_1.png,,,,,,
Вокал,,150 грн,"Мистецтво, творчість - Музика, вокал.","Дошкільники, молодша школа, середня школа, студенти, дорослі.","Розумничка, сімейний клуб",/courses/company/30278/,"вул. Армейськая, 17, м. Одеса"
Театральне мистецтво,,2 200 грн,"Мистецтво, творчість - Акторська майстерність.","Молодша школа, середня школа.","Умка Гранд, ліцей",/courses/company/28989/,"бульв. Т. Шевченка, 12, с. Святопетрівське, м. Київ, 08141"
"3ds Max, Corona Render",,6 000 грн,"Інформаційні технології, IT - Графічний дизайн; Мистецтво, творчість - Дизайн інтер'єру, архітектура, декор.","Студенти, дорослі, пенсіонери.",Lemberg academy,/courses/company/29832/,"вул. Олени Степанівни, 45, м. Львів"
Англійська мова,,,"Дошкільники, молодша школа, середня школа, студенти, дорослі, пенсіонери.",,N/A,,
"Польска мова для всіх, підготовка на Карту Поляка",,300 грн за заняття,Мовні - Польська мова.,"Середня школа, студенти, дорослі.",Школа польської мови,/courses/company/29764/,"вул. Визволення, 2, м. Вінниця"
Польська мова,,190 грн за заняття (тривалість навчання 4 місяці),Мовні - Польська мова.,"Середня школа, студенти, дорослі.","Uczmy się polskiego, школа польської мови і культури",/courses/company/30102/,"вул. Гоголя, 224,  м. Черкаси"
Рекрутинг в сучасних реаліях,,5 000 грн за курс,"Професійні, підвищення кваліфікації - HR, менеджер з персоналу, рекрутинг.",Дорослі.,Навчання для рекрутерів,/courses/company/34400/,Онлайн
Швидкочитання і розвиток пам'яті для дорослих,,,"Студенти, дорослі.",,N/A,,
"Водіння, категорія В",,10 000 грн,Водіння - Автоспорт.,"Студенти, дорослі, пенсіонери.",Auto-dor,/courses/company/8372/,"вул. Василя Стуса, 1-ж, м. Харків, 61000"
"Англійська мова, онлайн",,55 грн,Мовні - Англійська мова.,"Молодша школа, середня школа, студенти, дорослі, пенсіонери.",My English school,/courses/company/7309/,Онлайн
"Крій та шиття, індивідуально",,"630 грн за курс (пробний курс, 4 години)","Мистецтво, творчість - В'язання, вишивка, шиття.","Середня школа, студенти, дорослі, пенсіонери.","Крой.com.ua, крій та шиття",/courses/company/8515/,"просп. Богдана Хмельницького (вул. Героїв Сталінграда), 8, м. Дніпро"
Підготовка до школи,,400 грн за заняття,Розвиток дітей - Підготовка до школи.,Дошкільники.,"Sunny Garden, дитяча студія",/courses/company/29113/,"просп. Голосіївський, 97-а, м. Київ"
"Медичний апаратний педикюр, основи",,8 500 грн,"Індустрія краси - Краса, здоров'я.",Дорослі.,"VijiDerm, навчальний центр",/courses/company/4884/,"пров. Світлий, 13-а, м. Одеса"
Робототехніка для дітей від 8 років,,1 500 грн на місяць (Онлайн 1600 грн),"Інформаційні технології, IT - Комп'ютерна грамотність, Програмування, розробка, Робототехніка.",Середня школа.,"Robocode, культова школа робототехніки і програмування",/courses/company/32825/,"вул. Ентузіастів, 66/2, м. Ладижин"
Англійська мова,,2 520 грн,Мовні - Англійська мова.,"Середня школа, студенти, дорослі, пенсіонери.","Language Arts School, школа іноземних мов",/courses/company/30258/,"вул. Майдан Незалежності,2,  м. Київ"
N/A,/upload/logos/courses_companies/00006310_1.png,,,,,,
Ранній розвиток,,,Дошкільники.,,N/A,,
Підготовка до ЗНО з української мови та літератури,,140 грн за заняття (60 хвилин (групове)),"Науки та підготовка до ЗНО/НМТ - Лiтература, Мова.","Молодша школа, середня школа, студенти.","Лідер, освітній центр",/courses/company/30200/,"вул. Б. Хмельницького, 14-а/38, м. Дніпро"
Школа молодого українського дипломата,,5 400 грн,"Позашкільна освіта - Бізнес школа для дітей та підлітків, Профорієнтація.","Середня школа, студенти.",IIR Business School,/courses/company/29300/,Онлайн
ІТ для дітей,,1 500 грн на місяць,"Інформаційні технології, IT - Анімація, 3D графіка, Комп'ютерна грамотність, Програмування, розробка.","Молодша школа, середня школа.","ITway, комп'ютерна академія",/courses/company/34276/,"просп. Незалежності, 12, м. Долина"
"Робототехніка, основи",,250 грн,"Інформаційні технології, IT - Комп'ютерна грамотність, Програмування, розробка, Робототехніка.",Молодша школа.,"Inventor, STEM-школа",/courses/company/32111/,"просп. Гагаріна, 43, м. Харків"
Іспанська мова,,1 690 грн,Мовні - Іспанська мова.,"Молодша школа, середня школа, студенти, дорослі.","Espanita, школа іспанської мови",/courses/company/5087/,Онлайн
Ілюстрація,,4 000 грн,"Мистецтво, творчість - Художня школа, образотворче мистецтво.","Середня школа, студенти, дорослі.",OpenArtSchool,/courses/company/1444/,"вул. Уманська, 31, корп. 2, м. Київ, 03087"
Навчання для барменів,,3 500 грн за курс,"Професійні, підвищення кваліфікації - Готельно-ресторанний бізнес, туризм, HoReCa; Позашкільна освіта - Профорієнтація.","Студенти, дорослі.","MR.BAR, Wine & Spirits School",/courses/company/6334/,Онлайн
"Підготовка до IELTS, TOEFL, FCE, CAE, онлайн",,408 грн,Мовні - Англійська мова.,"Середня школа, студенти, дорослі.","EnglishOffice, навчання офлайн і онлайн",/courses/company/5503/,Онлайн
"Масаж, майстер-універсал",,8 900 грн на місяць,"Професійні, підвищення кваліфікації - Медицина, фармацевтика; Індустрія краси - Краса, здоров'я.","Студенти, дорослі.","Master, школа масажу",/courses/company/8064/,"просп. Незалежності, 121-а, м. Чернівці"
Перукар,,5 000 грн за курс,"Індустрія краси - Краса, здоров'я.","Середня школа, студенти, дорослі, пенсіонери.","Кокетка, навчальний центр",/courses/company/7241/,"вул. Володимира Великого, 31-а, м. Кривий Ріг"
Масаж,,2 980 грн за курс,"Індустрія краси - Краса, здоров'я.","Студенти, дорослі.",Школа масажу та оздоровчих технологій,/courses/company/1528/,"вул. Яценка, 8, м. Запоріжжя"
Англійська мова,,безкоштовно,Мовні - Англійська мова.,"Студенти, дорослі.","Гончаренко Центр, education and culture",/courses/company/34204/,"вул. Героїв-Підпільників, 17, м. Кривий Ріг"
"Англійська мова, загальний",,2 352 грн на місяць (Ми маємо хорошу систему знижок),Мовні - Англійська мова.,"Студенти, дорослі.",AplusB school,/courses/company/29011/,"просп. Голосіївський, 48, м. Київ"
Італійська мова,,5 400 грн за курс (В1/В2 – 6200 грн; С1/С2 – 6400 грн),Мовні - Італійська мова.,"Студенти, дорослі.",Італійський центр культури,/courses/company/7993/,Онлайн
N/A,/upload/logos/courses_companies/00008885_1.png,,,,,,
Fullstack Bootcamp,,62 000 грн за курс,"Інформаційні технології, IT - Комп'ютерна грамотність, Програмування, розробка.","Студенти, дорослі.",GoIT,/courses/company/29402/,"вул. Євгена Коновальця, 36, м. Київ"
Бухгалтерія для початківців,,5 500 грн за курс (курс триває 2 місяці),"Професійні, підвищення кваліфікації - Економіка, бухгалтерія та облік.",Дорослі.,"Sheyna-аудит, бухгалтерська агенція",/courses/company/6877/,Онлайн
"Розробник ігор, онлайн",,2 300 грн на місяць,"Інформаційні технології, IT - Програмування, розробка.","Середня школа, студенти, дорослі.","Fugas, future game studio",/courses/company/33087/,Онлайн
Англійська мова для дітей,,120 грн,Мовні - Англійська мова; Розвиток дітей - Дошкільна освіта.,"Дошкільники, молодша школа, середня школа, студенти, дорослі.","РозУмка, освітній центр",/courses/company/2126/," просп. Перемоги, 62; просп. Перемоги, 119-а; вул. П`ятницька, 77; просп. Миру, 194, м. Чернігів "
Неформальний університет для підлітків,,безкоштовно,"Позашкільна освіта - Бізнес школа для дітей та підлітків, Табір.","Середня школа, студенти.",Ne prosto,/courses/company/33251/,Онлайн
"Англійська мова, всі рівні",,"100 грн за заняття (Акція до 31.12.2023  499 грн/міс, 8 занять)",Мовні - Англійська мова; Науки та підготовка до ЗНО/НМТ - Мова.,"Молодша школа, середня школа, студенти, дорослі, пенсіонери.","AlikÓ English Centre, дистанційні курси",/courses/company/7769/,Онлайн
"Естетична косметологія, основи",,12 000 грн за курс,"Індустрія краси - Краса, здоров'я.","Студенти, дорослі.","Hollywood, студія краси і здоров'я",/courses/company/31867/,"Івана Богуна 2 , м. Вінниця"
"Photoshop, Illustrator, LR. InDesign, графічний дизайн",,1 400 грн на місяць,"Інформаційні технології, IT - Графічний дизайн; Мистецтво, творчість - Художня школа, образотворче мистецтво.","Середня школа, студенти.","KEY, digital art & design club",/courses/company/8225/,Онлайн
"PPC, контекстна реклама",,безкоштовно,"Професійні, підвищення кваліфікації - Digital marketing, SMM, SEO.","Студенти, дорослі.",Netpeak,/courses/company/30211/,"вул. Велика Васильківська, 72, м. Київ"
"Англійська мова для початківців, базова розмовна",,2 240 грн на місяць (Група 4-7 осіб),Мовні - Англійська мова.,"Середня школа, студенти, дорослі, пенсіонери.","Direct School, школа розмовної англійської мови",/courses/company/32120/,"вул. Михайла Драгоманова, 10, оф. 291, корп. 2, м. Київ, 02059"
"Водіння, отримання посвідчення водія",,14 000 грн за курс,Водіння - Автошкола (одержання прав).,"Студенти, дорослі, пенсіонери.","Автошкола, підприємства УВЦЖМАІ",/courses/company/33675/,"вул. Бориса Тена 10-а; вул. Льва Толстого, 1-а, м. Житомир"
Дитячий літній табір,,,"Дошкільники, молодша школа.",,N/A,,
Lego wedo,,600 грн за заняття,"Інформаційні технології, IT - Робототехніка.","Дошкільники, молодша школа.",Robocamp,/courses/company/29915/,"вул. Щирецька, 36, ТРК Південний, м. Львів"
Кікбоксинг WAKO,,,"Дошкільники, молодша школа, середня школа, студенти, дорослі.",,N/A,,
Навчання AutoCAD,,,"Студенти, дорослі.",,N/A,,
N/A,/upload/logos/courses_companies/00029496_1.jpg,,,,,,
Успішний фріланс від А до Я,,5 900 грн,"Професійні, підвищення кваліфікації - Дизайн поліграфії, друкарня, Digital marketing, SMM, SEO, Менеджмент, управління.","Студенти, дорослі.",School of visual communication,/courses/company/8680/,"вул. Золотовустівська, 34, поверх 4 (на ліфті), оф. 286, м. Київ"
"Логістика ЗЕД, транспорт, митна справа",,1 900 грн,"Професійні, підвищення кваліфікації - MBA, бізнес освіта, Логістика, митниця, ЗЕД.","Студенти, дорослі.",Школа логістів ЗЕД,/courses/company/32930/,Онлайн
Робототехніка для дітей від 8 років,,1 750 грн на місяць (Онлайн 1600 грн),"Інформаційні технології, IT - Комп'ютерна грамотність, Програмування, розробка, Робототехніка.","Молодша школа, середня школа.","Robocode, культова школа робототехніки і програмування",/courses/company/32822/,"вул. Миколи Оводова, 51; вул. 600-річчя, 1, м. Вінниця"
Відновленння навичок керування,,,Дорослі.,,N/A,,
Дзюдо,,300 грн,"Спорт, фізичний розвиток - Бойові єдиноборства, бокс, MMA.","Дошкільники, молодша школа, середня школа.",Спільно Space,/courses/company/34365/,"вул. Родини Крістерів, 20-г, 20-д, м. Київ"
Як шукати та наймати персонал,,безкоштовно,"Професійні, підвищення кваліфікації - Менеджмент, управління.",Дорослі.,Work.ua,/courses/company/32842/,Онлайн
Англійська мова,,1 360 грн,Мовні - Англійська мова.,"Дошкільники, молодша школа, середня школа, студенти, дорослі, пенсіонери.","Excellent english school, школа англійської мови",/courses/company/3401/,Онлайн
"Українська мова, професійне, вільне володіння",,1 500 грн,Мовні - Українська мова.,"Студенти, дорослі, пенсіонери.",Навчально-науковий інститут неперервної освіти,/courses/company/31912/,"просп. Космонавта Комарова, 1, м. Київ"
"Французька мова, для початківців",,4 500 грн на місяць (8 занять),Мовні - Французька мова.,"Молодша школа, середня школа, студенти, дорослі.","Ecole, онлайн школа іноземних мов",/courses/company/31757/,"вул. Нижній Вал, 19/21, м. Київ"
Німецька мова,,3 100 грн,Мовні - Німецька мова.,"Середня школа, студенти, дорослі.","Deutsches Institut, німецький інститут",/courses/company/30427/,"вул. Городоцька, 8, оф. 4, м. Львів"
"Інструктор з фітнесу, базовий",,4 600 грн за курс (12 годин),"Спорт, фізичний розвиток - Фітнес, аеробіка.","Студенти, дорослі.","WellSpace, фітнес центр",/courses/company/7865/,"вул. Мостова, 4-а, м. Дніпро, 49000"
Футбол,,180 грн,"Спорт, фізичний розвиток - Футбол; Розвиток дітей - Дошкільна освіта.",Дошкільники.,EV Sports Academy,/courses/company/30460/,"вул. Оноре де Бальзака, 4-а, м. Київ"
Астрологія з нуля,,20 300 грн,"Професійні, підвищення кваліфікації - Психологія, саморозвиток.","Студенти, дорослі, пенсіонери.",Школа астрології Олени Осіпенко,/courses/company/29431/," вул. Петропавлівська 24, м. Київ"
"Автошкола, категорія В",,30 000 грн за курс,"Водіння - Автошкола (одержання прав), Контраварійне водіння.","Студенти, дорослі, пенсіонери.","Навігатор, автошкола",/courses/company/7296/,"просп. П. Григоренка, 39-б, м. Київ"
Англійська мова для дітей,,1 500 грн,Мовні - Англійська мова; Науки та підготовка до ЗНО/НМТ - Мова.,"Дошкільники, молодша школа.","Flash, школа англійської мови",/courses/company/3291/,Онлайн
N/A,/upload/logos/courses_companies/00008879_1.png,,,,,,
"Англійська мова, підготовка до IELTS та TOEFL",,3 600 грн на місяць,Мовні - Англійська мова.,"Середня школа, студенти, дорослі.",Trinity Education Group,/courses/company/2223/,Онлайн
"Менеджер готельного бізнесу, управління готелем, адміністратор рецепції",,4 590 грн,"Професійні, підвищення кваліфікації - Готельно-ресторанний бізнес, туризм, HoReCa, Менеджмент, управління.","Студенти, дорослі, пенсіонери.",Optima Hotels & Resorts,/courses/company/7374/,Онлайн
"Плазмотерапія  в косметології і трихології, PPP, PRP и PRF",,4 100 грн,"Індустрія краси - Краса, здоров'я; Професійні, підвищення кваліфікації - Медицина, фармацевтика.","Студенти, дорослі, пенсіонери.",Академия Ukrainian Cosmetic Group,/courses/company/29247/,Онлайн
Англійська мова,,,"Дошкільники, молодша школа, середня школа, студенти, дорослі.",,N/A,,
Фотошкола,,5 600 грн за курс,"Мистецтво, творчість - Фотографія, відеозйомка.","Середня школа, студенти, дорослі, пенсіонери.","HD-school, фотошкола",/courses/company/6280/,"вул. Івана Кочерги, 2-а, м. Житомир"
МСФО інтенсив,,7 000 грн,"Професійні, підвищення кваліфікації - Економіка, бухгалтерія та облік, Менеджмент, управління.",Дорослі.,"AC profi, академія бізнесу та фінансів",/courses/company/31818/,Онлайн
Масаж,,4 000 грн,"Індустрія краси - Краса, здоров'я.","Середня школа, студенти, дорослі.","Міжнародний учбовий центр, міжнародна асоціація нетрадиційної медицини",/courses/company/2678/,"просп. Коцюбинського, 38-а, поверх 3, оф. 388, м. Вінниця "
ІТ для дітей,,2 050 грн,"Інформаційні технології, IT - Графічний дизайн, Програмування, розробка, Робототехніка.","Молодша школа, середня школа, студенти.","Redmonkey, IT академія",/courses/company/32359/,"вул. Кордуби, 25, м. Чернівці"
"Комунікація з військовими. Реабілітація, адаптація та абілітація ветеранів",,2 900 грн за курс,"Мовні - Українська мова; Професійні, підвищення кваліфікації - Психологія, саморозвиток.","Студенти, дорослі.",Тренінговий Центр Наталії Сабліної,/courses/company/34289/,Онлайн
Приватний садок,,150 грн,"Розвиток дітей - Ранній розвиток, розвиток дітей, Дошкільна освіта.",Дошкільники.,IQsha Club,/courses/company/8922/,"вул. Голего, 5, м. Київ"
Менеджер з туризму,,7 000 грн за курс,"Професійні, підвищення кваліфікації - Готельно-ресторанний бізнес, туризм, HoReCa.","Студенти, дорослі.","Join Tour, турагенство",/courses/company/6071/,"просп. Волі, 49, м. Луцьк"
"MS Excel, експерт, для професійного використання, онлайн, офлайн",,1 999 грн,"Професійні, підвищення кваліфікації - Економіка, бухгалтерія та облік; Інформаційні технології, IT - Комп'ютерна грамотність.","Студенти, дорослі.","Бейсік, навчальний центр",/courses/company/8725/,Онлайн
Підготовка до НМТ/ЗНО з математики,,,"Середня школа, студенти.",,N/A,,
Математика,,350 грн за заняття,Науки та підготовка до ЗНО/НМТ - Математика.,"Молодша школа, середня школа, студенти.",Roboschool,/courses/company/34479/,Онлайн
Зимовий творчий табір для дітей 5-9 років,,4 000 грн за курс (матеріали та харчування включено),Позашкільна освіта - Табір.,Молодша школа.,"КолоШкола, приватна школа",/courses/company/29578/,"вул. Олега Петрова, 21-а, м. Дніпро"
N/A,/upload/logos/courses_companies/00033049_1.png,,,,,,
Графічний дизайн,,1 800 грн,"Інформаційні технології, IT - Веб дизайн, UI/UX, Графічний дизайн, Комп'ютерна грамотність.",Середня школа.,"Junior-it, школа програмування для дітей",/courses/company/8855/,"вул. Драгоманова, 17; вул. Маршала Тимошенко, 13-а, м. Київ"
Фотографія для початківців,,3 500 грн за курс,"Мистецтво, творчість - Фотографія, відеозйомка.","Середня школа, студенти, дорослі, пенсіонери.",Зелений квадрат,/courses/company/3335/,"вул. Глінки, 2, м. Дніпро"
Косметологія для медиків,,9 500 грн,"Індустрія краси - Краса, здоров'я.","Студенти, дорослі.","L’Estet group, школа прикладної естетики",/courses/company/31954/,"вул. Херсонська, 10-а, м. Дніпро"
Косметологія,,,"Студенти, дорослі.",,N/A,,
Японська мова,,450 грн,Мовні - Японська мова.,"Середня школа, студенти, дорослі, пенсіонери.",Yoroshiku school,/courses/company/29906/,Онлайн
Петриківський розпис,,безкоштовно,"Мистецтво, творчість - Художня школа, образотворче мистецтво.","Середня школа, студенти, дорослі, пенсіонери.","Гончаренко центр, education and culture",/courses/company/32770/,"вул. Київська, 2/8, м. Жмеринка"
"Розвиваючі заняття, 1-4 роки",,,Дошкільники.,,N/A,,
Менеджмент,,2 000 грн за курс,"Професійні, підвищення кваліфікації - Менеджмент, управління.","Студенти, дорослі.",West Business Center,/courses/company/29706/,"вул. Чорновола, 41-а, м. Рівне"
Турецька мова з носієм мови,,450 грн,Мовні - Турецька мова.,"Молодша школа, середня школа, студенти, дорослі.","Language&Business Trainers, навчально-тренінговий центр",/courses/company/1415/,Онлайн
Продавець у В2В секторі,,"500 грн за заняття ((тривалість заняття 1,5 години))","Професійні, підвищення кваліфікації - Менеджмент, управління, Продажі, переговори, робота з клієнтами, Інше.","Студенти, дорослі.",AR Consulting,/courses/company/364/,Онлайн
"Управління продажами, master of sales management",,10 000 грн за курс (всього є тарифи),"Професійні, підвищення кваліфікації - MBA, бізнес освіта, Менеджмент, управління, Продажі, переговори, робота з клієнтами.",Дорослі.,Sales Strategy Generator,/courses/company/34348/,"вул. Райдужна, 96, м. Київ"
"HR менеджер, спеціаліст з кадрів",,6 850 грн за курс,"Професійні, підвищення кваліфікації - Діловодство, секретаріат, Менеджмент, управління, Психологія, саморозвиток.","Студенти, дорослі, пенсіонери.","Планета знань, навчальний центр",/courses/company/6873/,Онлайн
"Процеси валідації, верифікації та кваліфікування в діяльності медичних лабораторій у відповідності до ISO 15189_2022",,5 250 грн за курс,"Професійні, підвищення кваліфікації - Медицина, фармацевтика, Менеджмент, управління.",Дорослі.,"ISTL, міжнародна школа технічного законодавства і управління якістю",/courses/company/1751/,Онлайн
MBA програма,,191 000 грн,"Професійні, підвищення кваліфікації - MBA, бізнес освіта, Менеджмент, управління, Управління персоналом, адаптація та розвиток.",Дорослі.,Tech Business School,/courses/company/34235/,"вул. Академіка Колесси, 2, м. Львів"
Англійська мова,,180 грн,Мовні - Англійська мова.,"Студенти, дорослі.","English planet, школа іноземних мов",/courses/company/1041/,"просп. Перемоги, 30, оф. 33, м. Київ"
N/A,/upload/logos/courses_companies/00008104_1.jpg,,,,,,
Основи програмування,,4 000 грн,"Інформаційні технології, IT - Комп'ютерна грамотність, Програмування, розробка.","Студенти, дорослі.",IT Education academy,/courses/company/29888/,"вул. Героїв УПА, 80, м. Львів"
Англійська мова,,1 200 грн на місяць (деталі за телефоном),Мовні - Англійська мова.,"Дошкільники, молодша школа, середня школа, студенти, дорослі, пенсіонери.","My Choice, центр іноземних мов",/courses/company/4919/,Онлайн
"Англійська мова, розмовний інтенсив",,,Дорослі.,,N/A,,
"Монтессорі, пів дня",,,Дошкільники.,,N/A,,
Флористика,,15 000 грн за курс (групові заняття),"Мистецтво, творчість - Флористика.","Студенти, дорослі, пенсіонери.","Артішок, школа флористики",/courses/company/31712/,"вул. Троїцька, 12, м. Одеса"
"Англійська мова, індивідуально, онлайн",,4 000 грн,Мовні - Англійська мова.,"Студенти, дорослі, пенсіонери.","Expert English, школа англійської мови",/courses/company/32344/,Онлайн
"Бухгалтерський та податковий облік, онлайн",,1 900 грн,"Професійні, підвищення кваліфікації - Економіка, бухгалтерія та облік.","Студенти, дорослі, пенсіонери.","Актив, навчальний центр",/courses/company/32375/,Онлайн
"Імбілдинг, Імфітнес, Інтимний фітнес",,4 000 грн,"Професійні, підвищення кваліфікації - Психологія, саморозвиток; Спорт, фізичний розвиток - Фітнес, аеробіка.",Дорослі.,Школа сексуального розвитку Олени Мельник,/courses/company/29851/,"вул. Воскресенська, 12-а, м. Київ, 02125"
Підготовка до школи,,,Дошкільники.,,N/A,,
"Англійська мова, офлайн",,,"Дошкільники, молодша школа, середня школа, студенти, дорослі.",,N/A,,
Німецька мова,,4 200 грн за курс,Мовні - Німецька мова.,"Молодша школа, середня школа, студенти, дорослі, пенсіонери.",Центр німецької мови,/courses/company/2704/,Онлайн
